index,name,name2,pos,sum,timeOnIce,ot,shutouts,ties,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,timeOnIcePerGame,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,assists,goals,pim,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame
8475906,John Klingberg,"Klingberg, John",D,376,1643:28,,,,,,,,,,,,,,,74,,,,22:12,,,,41.0,6.0,34.0,139.0,57.0,1.0,20.0,209:59,1414:27,34,0.0,4.3,2.0,2.0,0.0,0.0,19:02,77.0,-28.0,47.0,1827.0,19:06,00:15,02:50
8476434,John Gibson,"Gibson, John",G,0,3235:35,11.0,1.0,0.0,18.0,26.0,1617.0,227.0,44.0,1346.0,46.0,1489.0,254.0,0.904,3.1895,56,56.0,1789.0,172.0,57:46,89.37007874015748,95.65217391304348,90.39623908663532,,,,,,,,,,,,,,,,,,,,,,,,
8476458,Ryan Strome,"Strome, Ryan",C,363,1355:31,,,,,,,,,,,,,,,74,,,,18:19,,,,33.0,21.0,69.0,161.0,41.0,5.0,14.0,206:07,1109:39,69,44.37,13.0,5.0,0.0,1.0,1.0,39:45,19.0,15.0,54.0,1537.0,14:59,00:32,02:47
8476932,Anthony Stolarz,"Stolarz, Anthony",G,0,1506:25,3.0,3.0,0.0,12.0,8.0,742.0,121.0,23.0,598.0,25.0,652.0,132.0,0.917,2.6686,28,23.0,809.0,67.0,53:48,91.66666666666666,92.0,91.71779141104295,,,,,,,,,,,,,,,,,,,,,,,,
8476982,Danny O'Regan,"O'Regan, Danny",C,10,50:17,,,,,,,,,,,,,,,5,,,,10:03,,,,1.0,0.0,0.0,2.0,3.0,0.0,0.0,00:00,50:17,0,39.28,0.0,0.0,0.0,0.0,0.0,00:00,4.0,-1.0,1.0,63.0,10:03,00:00,00:00
8474563,Drew Doughty,"Doughty, Drew",D,287,1003:50,,,,,,,,,,,,,,,39,,,,25:44,,,,24.0,7.0,30.0,99.0,60.0,4.0,13.0,122:22,803:15,30,0.0,7.1,1.0,0.0,0.0,0.0,78:13,53.0,4.0,31.0,1031.0,20:35,02:00,03:08
8480336,Sean Walker,"Walker, Sean",D,43,110:14,,,,,,,,,,,,,,,6,,,,18:22,,,,2.0,0.0,4.0,18.0,9.0,0.0,1.0,10:36,94:21,4,0.0,0.0,0.0,0.0,0.0,0.0,05:17,9.0,-1.0,2.0,133.0,15:43,00:52,01:46
8471303,Alexander Edler,"Edler, Alexander",D,234,756:58,,,,,,,,,,,,,,,41,,,,18:27,,,,16.0,3.0,34.0,54.0,56.0,0.0,0.0,13:49,666:13,34,0.0,5.6,1.0,0.0,0.0,1.0,76:56,70.0,18.0,19.0,918.0,16:14,01:52,00:20
8471685,Anze Kopitar,"Kopitar, Anze",C,460,1682:19,,,,,,,,,,,,,,,81,,,,20:46,,,,48.0,19.0,14.0,210.0,72.0,6.0,22.0,269:35,1274:39,14,56.85,9.0,4.0,0.0,0.0,1.0,138:05,71.0,-6.0,67.0,1979.0,15:44,01:42,03:19
8471734,Jonathan Quick,"Quick, Jonathan",G,0,2685:52,9.0,2.0,0.0,23.0,13.0,1168.0,158.0,36.0,974.0,41.0,1055.0,188.0,0.91,2.5913,46,46.0,1284.0,116.0,58:23,84.04255319148936,87.8048780487805,92.32227488151659,,,,,,,,,,,,,,,,,,,,,,,,
8476479,Phillip Danault,"Danault, Phillip",C,415,1431:56,,,,,,,,,,,,,,,79,,,,18:07,,,,24.0,27.0,38.0,194.0,74.0,2.0,4.0,161:47,1135:33,38,53.56,13.9,5.0,0.0,0.0,3.0,134:36,49.0,14.0,51.0,1905.0,14:22,01:42,02:02
8477361,Cal Petersen,"Petersen, Cal",G,0,2176:30,2.0,3.0,0.0,20.0,14.0,897.0,117.0,34.0,746.0,38.0,824.0,140.0,0.895,2.8946,37,35.0,1002.0,105.0,58:49,83.57142857142857,89.47368421052632,90.53398058252428,,,,,,,,,,,,,,,,,,,,,,,,
8477831,Pheonix Copley,"Copley, Pheonix",G,0,96:35,0.0,0.0,0.0,0.0,1.0,36.0,2.0,1.0,33.0,2.0,35.0,4.0,0.878,3.1061,2,1.0,41.0,5.0,48:17,50.0,50.0,94.28571428571428,,,,,,,,,,,,,,,,,,,,,,,,
8477942,Kevin Fiala,"Fiala, Kevin",LW,496,1447:04,,,,,,,,,,,,,,,82,,,,17:38,,,,52.0,33.0,52.0,262.0,52.0,5.0,17.0,220:49,1150:57,52,26.66,12.6,7.0,1.0,1.0,1.0,75:18,21.0,23.0,85.0,1547.0,14:02,00:55,02:41
8477960,Adrian Kempe,"Kempe, Adrian",C,509,1449:32,,,,,,,,,,,,,,,78,,,,18:35,,,,19.0,35.0,46.0,247.0,111.0,6.0,16.0,230:03,1104:31,46,50.0,14.2,7.0,2.0,3.0,3.0,114:58,28.0,-2.0,54.0,1873.0,14:09,01:28,02:56
8477962,Brendan Lemieux,"Lemieux, Brendan",LW,316,537:15,,,,,,,,,,,,,,,50,,,,10:44,,,,5.0,8.0,97.0,65.0,122.0,0.0,0.0,06:45,528:51,97,45.83,12.3,2.0,0.0,0.0,0.0,01:39,17.0,1.0,13.0,758.0,10:34,00:01,00:08
8478042,Viktor Arvidsson,"Arvidsson, Viktor",LW,377,1120:38,,,,,,,,,,,,,,,66,,,,16:58,,,,29.0,20.0,22.0,227.0,23.0,4.0,8.0,173:01,946:28,22,36.36,8.8,3.0,1.0,0.0,0.0,01:09,45.0,1.0,49.0,1387.0,14:20,00:01,02:37
8478911,Matt Roy,"Roy, Matt",D,431,1405:54,,,,,,,,,,,,,,,67,,,,20:59,,,,19.0,2.0,28.0,153.0,124.0,0.0,2.0,49:35,1217:55,28,0.0,1.3,0.0,0.0,0.0,2.0,138:24,103.0,23.0,21.0,1671.0,18:10,02:03,00:44
8479336,Carl Grundstrom,"Grundstrom, Carl",RW,278,588:03,,,,,,,,,,,,,,,54,,,,10:53,,,,6.0,9.0,26.0,83.0,134.0,0.0,0.0,13:12,569:40,26,31.57,10.8,1.0,0.0,0.0,0.0,05:11,19.0,4.0,15.0,832.0,10:32,00:05,00:14
8479421,Jacob Moverare,"Moverare, Jacob",D,56,310:29,,,,,,,,,,,,,,,19,,,,16:20,,,,2.0,0.0,2.0,15.0,16.0,0.0,0.0,01:28,284:55,2,0.0,0.0,0.0,0.0,0.0,0.0,24:06,21.0,3.0,2.0,395.0,14:59,01:16,00:04
8479675,Trevor Moore,"Moore, Trevor",C,374,1270:41,,,,,,,,,,,,,,,81,,,,15:41,,,,31.0,17.0,20.0,202.0,69.0,1.0,2.0,83:46,1087:46,20,41.79,8.4,1.0,0.0,5.0,6.0,99:09,32.0,20.0,48.0,1723.0,13:25,01:13,01:02
8479994,Jaret Anderson-Dolan,"Anderson-Dolan, Jaret",C,24,96:32,,,,,,,,,,,,,,,7,,,,13:47,,,,0.0,0.0,4.0,5.0,12.0,0.0,0.0,02:23,90:28,4,56.25,0.0,0.0,0.0,0.0,0.0,03:41,3.0,-3.0,0.0,129.0,12:55,00:31,00:20
8479998,Mikey Anderson,"Anderson, Mikey",D,277,1146:38,,,,,,,,,,,,,,,57,,,,20:06,,,,6.0,2.0,8.0,58.0,133.0,0.0,0.0,06:24,1031:54,8,0.0,3.4,1.0,0.0,0.0,0.0,108:20,69.0,6.0,8.0,1300.0,18:06,01:54,00:06
8480014,Gabriel Vilardi,"Vilardi, Gabriel",C,74,337:51,,,,,,,,,,,,,,,25,,,,13:30,,,,2.0,5.0,8.0,41.0,6.0,2.0,2.0,44:40,292:20,8,45.8,12.2,1.0,0.0,0.0,0.0,00:51,9.0,-5.0,7.0,444.0,11:41,00:02,01:47
8480072,Lias Andersson,"Andersson, Lias",C,71,212:18,,,,,,,,,,,,,,,20,,,,10:36,,,,1.0,1.0,12.0,29.0,23.0,0.0,1.0,11:58,196:39,12,44.68,3.4,1.0,0.0,0.0,0.0,03:41,3.0,-7.0,2.0,328.0,09:49,00:11,00:35
8480113,Alex Iafallo,"Iafallo, Alex",LW,369,1461:40,,,,,,,,,,,,,,,79,,,,18:30,,,,20.0,17.0,8.0,215.0,48.0,3.0,6.0,217:43,1114:43,8,46.87,7.9,2.0,1.0,1.0,2.0,129:14,53.0,4.0,37.0,1860.0,14:06,01:38,02:45
